date_time,time,seconds_since_1970,turbidity,temp,par
2015-02-15T15:45:00+0930,15:45:00,1423980900,2.313,30.37,30.94
2015-02-15T16:00:00+0930,16:00:00,1423981800,2.831,30.37,21.53
2015-02-15T16:15:00+0930,16:15:00,1423982700,2.609,30.37,13.68
2015-02-15T16:30:00+0930,16:30:00,1423983600,2.664,30.37,19.01
2015-02-15T16:45:00+0930,16:45:00,1423984500,2.387,30.37,17.57
2015-02-15T17:00:00+0930,17:00:00,1423985400,1.776,30.37,23.46
2015-02-15T17:15:00+0930,17:15:00,1423986300,1.609,30.38,23.37
2015-02-15T17:30:00+0930,17:30:00,1423987200,1.517,30.38,14.86
2015-02-15T17:45:00+0930,17:45:00,1423988100,1.536,30.38,7.442
2015-02-15T18:00:00+0930,18:00:00,1423989000,1.277,30.38,7.283
2015-02-15T18:15:00+0930,18:15:00,1423989900,1.166,30.38,5.282
2015-02-15T18:30:00+0930,18:30:00,1423990800,1.147,30.38,3.846
2015-02-15T18:45:00+0930,18:45:00,1423991700,1.092,30.39,2.997
2015-02-15T19:00:00+0930,19:00:00,1423992600,0.888,30.4,2.328
2015-02-15T19:15:00+0930,19:15:00,1423993500,1.055,30.4,0.478
2015-02-15T19:30:00+0930,19:30:00,1423994400,0.777,30.4,0.05
2015-02-15T19:45:00+0930,19:45:00,1423995300,0.981,30.4,0.05
2015-02-15T20:00:00+0930,20:00:00,1423996200,1.073,30.4,0.05
2015-02-15T20:15:00+0930,20:15:00,1423997100,0.888,30.4,0.05
2015-02-15T20:30:00+0930,20:30:00,1423998000,0.851,30.4,0.05
2015-02-15T20:45:00+0930,20:45:00,1423998900,0.759,30.4,0.05
2015-02-15T21:00:00+0930,21:00:00,1423999800,0.851,30.4,0.05
2015-02-15T21:15:00+0930,21:15:00,1424000700,0.944,30.41,0.05
2015-02-15T21:30:00+0930,21:30:00,1424001600,0.87,30.41,0.05
2015-02-15T21:45:00+0930,21:45:00,1424002500,1.757,30.41,0.05
2015-02-15T22:00:00+0930,22:00:00,1424003400,1.203,30.41,0.05
2015-02-15T22:15:00+0930,22:15:00,1424004300,1.388,30.41,0.05
2015-02-15T22:30:00+0930,22:30:00,1424005200,1.388,30.4,0.05
2015-02-15T22:45:00+0930,22:45:00,1424006100,2.868,30.4,0.05
2015-02-15T23:00:00+0930,23:00:00,1424007000,0.907,30.4,0.05
2015-02-15T23:15:00+0930,23:15:00,1424007900,1.129,30.4,0.05
2015-02-15T23:30:00+0930,23:30:00,1424008800,1.129,30.39,0.05
2015-02-15T23:45:00+0930,23:45:00,1424009700,1.48,30.38,0.05
2015-02-16T00:00:00+0930,0:00:00,1424010600,1.295,30.38,0.05
2015-02-16T00:15:00+0930,0:15:00,1424011500,1.609,30.38,0.05
2015-02-16T00:30:00+0930,0:30:00,1424012400,1.869,30.37,0.05
2015-02-16T00:45:00+0930,0:45:00,1424013300,1.85,30.36,0.05
2015-02-16T01:00:00+0930,1:00:00,1424014200,2.664,30.36,0.05
2015-02-16T01:15:00+0930,1:15:00,1424015100,2.609,30.36,0.05
2015-02-16T01:30:00+0930,1:30:00,1424016000,2.461,30.36,0.05
2015-02-16T01:45:00+0930,1:45:00,1424016900,2.498,30.37,0.05
2015-02-16T02:00:00+0930,2:00:00,1424017800,1.998,30.37,0.05
2015-02-16T02:15:00+0930,2:15:00,1424018700,2.054,30.37,0.05
2015-02-16T02:30:00+0930,2:30:00,1424019600,1.665,30.37,0.05
2015-02-16T02:45:00+0930,2:45:00,1424020500,1.832,30.37,0.05
2015-02-16T03:00:00+0930,3:00:00,1424021400,1.869,30.37,0.05
2015-02-16T03:15:00+0930,3:15:00,1424022300,1.702,30.37,0.05
2015-02-16T03:30:00+0930,3:30:00,1424023200,1.85,30.37,0.05
2015-02-16T03:45:00+0930,3:45:00,1424024100,1.647,30.37,0.05
2015-02-16T04:00:00+0930,4:00:00,1424025000,1.721,30.37,0.05
2015-02-16T04:15:00+0930,4:15:00,1424025900,1.461,30.37,0.05
2015-02-16T04:30:00+0930,4:30:00,1424026800,1.313,30.37,0.05
2015-02-16T04:45:00+0930,4:45:00,1424027700,1.018,30.37,0.05
2015-02-16T05:00:00+0930,5:00:00,1424028600,0.944,30.37,0.05
2015-02-16T05:15:00+0930,5:15:00,1424029500,0.962,30.38,0.05
2015-02-16T05:30:00+0930,5:30:00,1424030400,1.573,30.38,0.05
