date time,date,time,seconds since 1970,Water Temperature @1.0m,CurrentDirection @7.0m,CurrentMagnitude @7.0m,Turbidity @26.0m,Water Pressure @26.0m,Water Temperature @26.0m,PAR @26.0m
2014-04-23T00:00:00+1000,23/04/2014,0:00:00,1.40E+09,26.5997,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-24T00:00:00+1000,24/04/2014,0:00:00,1.40E+09,26.5492,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-25T00:00:00+1000,25/04/2014,0:00:00,1.40E+09,26.5752,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-26T00:00:00+1000,26/04/2014,0:00:00,1.40E+09,26.6069,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-27T00:00:00+1000,27/04/2014,0:00:00,1.40E+09,26.6288,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-28T00:00:00+1000,28/04/2014,0:00:00,1.40E+09,26.6001,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-29T00:00:00+1000,29/04/2014,0:00:00,1.40E+09,26.5183,Not available,Not available,Not available,Not available,Not available,Not available
2014-04-30T00:00:00+1000,30/04/2014,0:00:00,1.40E+09,26.4876,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-01T00:00:00+1000,1/05/2014,0:00:00,1.40E+09,26.7455,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-02T00:00:00+1000,2/05/2014,0:00:00,1.40E+09,26.6297,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-03T00:00:00+1000,3/05/2014,0:00:00,1.40E+09,26.5178,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-04T00:00:00+1000,4/05/2014,0:00:00,1.40E+09,26.2139,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-05T00:00:00+1000,5/05/2014,0:00:00,1.40E+09,26.0629,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-06T00:00:00+1000,6/05/2014,0:00:00,1.40E+09,26.0414,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-07T00:00:00+1000,7/05/2014,0:00:00,1.40E+09,25.9457,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-08T00:00:00+1000,8/05/2014,0:00:00,1.40E+09,25.8386,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-09T00:00:00+1000,9/05/2014,0:00:00,1.40E+09,25.6372,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-10T00:00:00+1000,10/05/2014,0:00:00,1.40E+09,25.5139,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-11T00:00:00+1000,11/05/2014,0:00:00,1.40E+09,25.5658,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-12T00:00:00+1000,12/05/2014,0:00:00,1.40E+09,25.2888,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-13T00:00:00+1000,13/05/2014,0:00:00,1.40E+09,25.1833,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-14T00:00:00+1000,14/05/2014,0:00:00,1.40E+09,25.2726,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-15T00:00:00+1000,15/05/2014,0:00:00,1.40E+09,25.2425,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-16T00:00:00+1000,16/05/2014,0:00:00,1.40E+09,25.2154,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-17T00:00:00+1000,17/05/2014,0:00:00,1.40E+09,25.1755,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-18T00:00:00+1000,18/05/2014,0:00:00,1.40E+09,25.0375,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-19T00:00:00+1000,19/05/2014,0:00:00,1.40E+09,25.0316,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-20T00:00:00+1000,20/05/2014,0:00:00,1.40E+09,25.0672,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-21T00:00:00+1000,21/05/2014,0:00:00,1.40E+09,25.0267,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-22T00:00:00+1000,22/05/2014,0:00:00,1.40E+09,25.0506,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-23T00:00:00+1000,23/05/2014,0:00:00,1.40E+09,25.061,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-24T00:00:00+1000,24/05/2014,0:00:00,1.40E+09,25.1816,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-25T00:00:00+1000,25/05/2014,0:00:00,1.40E+09,25.1346,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-26T00:00:00+1000,26/05/2014,0:00:00,1.40E+09,25.024,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-27T00:00:00+1000,27/05/2014,0:00:00,1.40E+09,24.991,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-28T00:00:00+1000,28/05/2014,0:00:00,1.40E+09,24.9948,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-29T00:00:00+1000,29/05/2014,0:00:00,1.40E+09,25.0028,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-30T00:00:00+1000,30/05/2014,0:00:00,1.40E+09,24.9823,Not available,Not available,Not available,Not available,Not available,Not available
2014-05-31T00:00:00+1000,31/05/2014,0:00:00,1.40E+09,24.9331,Not available,Not available,Not available,Not available,Not available,Not available
2014-06-01T00:00:00+1000,1/06/2014,0:00:00,1.40E+09,24.9455,Not available,Not available,Not available,Not available,Not available,Not available
2014-06-02T00:00:00+1000,2/06/2014,0:00:00,1.40E+09,25.0151,Not available,Not available,Not available,Not available,Not available,Not available
2014-06-03T00:00:00+1000,3/06/2014,0:00:00,1.40E+09,25.0348,Not available,Not available,Not available,Not available,Not available,Not available
2014-06-04T00:00:00+1000,4/06/2014,0:00:00,1.40E+09,25.0143,232.6085,0.1,28.535,25.005,Not available,
2014-06-05T00:00:00+1000,5/06/2014,0:00:00,1.40E+09,25.0257,298.6333,0.1618,28.5869,25.0316,Not available,
2014-06-06T00:00:00+1000,6/06/2014,0:00:00,1.40E+09,25.006,291.3589,0.132,28.6056,25.0152,Not available,
2014-06-07T00:00:00+1000,7/06/2014,0:00:00,1.40E+09,24.9242,253.523,0.1198,28.6017,24.9363,Not available,
2014-06-08T00:00:00+1000,8/06/2014,0:00:00,1.40E+09,24.7461,256.5236,0.1601,28.6388,24.7707,Not available,
2014-06-09T00:00:00+1000,9/06/2014,0:00:00,1.40E+09,24.2514,299.8754,0.2665,28.6365,24.2536,Not available,
2014-06-10T00:00:00+1000,10/06/2014,0:00:00,1.40E+09,23.7315,319.9715,0.4803,28.682,23.7448,Not available,
2014-06-11T00:00:00+1000,11/06/2014,0:00:00,1.40E+09,23.8486,320.7639,0.5135,28.7742,23.8567,Not available,
2014-06-12T00:00:00+1000,12/06/2014,0:00:00,1.40E+09,23.9532,273.4404,0.3618,28.7444,23.9549,Not available,
2014-06-13T00:00:00+1000,13/06/2014,0:00:00,1.40E+09,24.0343,233.2223,0.2758,28.7086,24.0343,Not available,
2014-06-14T00:00:00+1000,14/06/2014,0:00:00,1.40E+09,24.0063,208.7352,0.2328,28.5514,24.0171,Not available,
2014-06-15T00:00:00+1000,15/06/2014,0:00:00,1.40E+09,23.7981,207.0938,0.2171,28.5503,23.8126,Not available,
2014-06-16T00:00:00+1000,16/06/2014,0:00:00,1.40E+09,23.6444,218.0106,0.2009,28.5693,23.6566,Not available,
2014-06-17T00:00:00+1000,17/06/2014,0:00:00,1.40E+09,23.4266,212.4551,0.1812,28.5776,23.4424,Not available,
2014-06-18T00:00:00+1000,18/06/2014,0:00:00,1.40E+09,23.2768,222.5236,0.1722,28.6121,23.2679,Not available,
2014-06-19T00:00:00+1000,19/06/2014,0:00:00,1.40E+09,23.2714,281.6785,0.2037,28.6584,23.257,Not available,
2014-06-20T00:00:00+1000,20/06/2014,0:00:00,1.40E+09,23.3638,249.0812,0.1523,28.6604,23.1081,Not available,
2014-06-21T00:00:00+1000,21/06/2014,0:00:00,1.40E+09,23.6526,152.5972,0.1982,28.6465,22.7063,Not available,
2014-06-22T00:00:00+1000,22/06/2014,0:00:00,1.40E+09,23.6754,151.375,0.2123,28.5801,22.887,Not available,
2014-06-23T00:00:00+1000,23/06/2014,0:00:00,1.40E+09,23.701,146.8443,0.256,28.586,23.2426,Not available,
2014-06-24T00:00:00+1000,24/06/2014,0:00:00,1.40E+09,23.6156,126.6882,0.2806,28.5271,23.3065,Not available,
2014-06-25T00:00:00+1000,25/06/2014,0:00:00,1.40E+09,23.1402,147.0042,0.2166,28.5241,23.0906,Not available,
2014-06-26T00:00:00+1000,26/06/2014,0:00:00,1.40E+09,22.9989,211.3993,0.1815,28.5626,22.9807,Not available,
2014-06-27T00:00:00+1000,27/06/2014,0:00:00,1.40E+09,23.0808,238.1146,0.2194,28.5561,23.0625,Not available,
2014-06-28T00:00:00+1000,28/06/2014,0:00:00,1.40E+09,23.4381,209.2903,0.21,28.4942,23.2125,Not available,
2014-06-29T00:00:00+1000,29/06/2014,0:00:00,1.40E+09,23.0369,152.6778,0.1968,28.4548,23.0448,Not available,
2014-06-30T00:00:00+1000,30/06/2014,0:00:00,1.40E+09,22.7204,215.7043,0.1674,28.5299,22.719,Not available,
2014-07-01T00:00:00+1000,1/07/2014,0:00:00,1.40E+09,22.7195,274.3569,0.1858,28.612,22.7371,Not available,
2014-07-02T00:00:00+1000,2/07/2014,0:00:00,1.40E+09,22.7321,284.0146,0.1533,28.6306,22.7481,Not available,
2014-07-03T00:00:00+1000,3/07/2014,0:00:00,1.40E+09,22.7775,306.0879,0.2374,28.7032,22.7909,Not available,
2014-07-04T00:00:00+1000,4/07/2014,0:00:00,1.40E+09,22.9086,304.3557,0.2274,28.714,22.8917,Not available,
2014-07-05T00:00:00+1000,5/07/2014,0:00:00,1.40E+09,22.953,233.0576,0.1048,28.6521,22.855,Not available,
2014-07-06T00:00:00+1000,6/07/2014,0:00:00,1.40E+09,22.9873,134.5042,0.1776,28.6039,22.9169,Not available,
2014-07-07T00:00:00+1000,7/07/2014,0:00:00,1.40E+09,22.6911,134.8127,0.2584,28.5847,22.5884,Not available,
2014-07-08T00:00:00+1000,8/07/2014,0:00:00,1.40E+09,22.7626,126.2854,0.2338,28.6138,22.3646,Not available,
2014-07-09T00:00:00+1000,9/07/2014,0:00:00,1.40E+09,23.2157,127.084,0.3656,28.5714,22.4722,Not available,
2014-07-10T00:00:00+1000,10/07/2014,0:00:00,1.40E+09,22.5805,140.0229,0.3202,28.5259,22.482,Not available,
2014-07-11T00:00:00+1000,11/07/2014,0:00:00,1.41E+09,22.4398,180.3326,0.2287,28.5575,22.4518,Not available,
2014-07-12T00:00:00+1000,12/07/2014,0:00:00,1.41E+09,22.3406,204.0604,0.2737,28.5343,22.3153,Not available,
2014-07-13T00:00:00+1000,13/07/2014,0:00:00,1.41E+09,22.3052,195.5851,0.2583,28.5329,22.3153,Not available,
2014-07-14T00:00:00+1000,14/07/2014,0:00:00,1.41E+09,22.1929,214.8514,0.2457,28.5455,22.142,Not available,
2014-07-15T00:00:00+1000,15/07/2014,0:00:00,1.41E+09,22.4268,244.9625,0.3041,28.576,22.082,Not available,
2014-07-16T00:00:00+1000,16/07/2014,0:00:00,1.41E+09,22.8432,182.7938,0.2284,28.5322,22.3409,Not available,
2014-07-17T00:00:00+1000,17/07/2014,0:00:00,1.41E+09,23.1733,130.6447,0.2687,28.5279,22.3772,Not available,
2014-07-18T00:00:00+1000,18/07/2014,0:00:00,1.41E+09,22.431,206.009,0.1937,28.5351,21.8164,Not available,
2014-07-19T00:00:00+1000,19/07/2014,0:00:00,1.41E+09,22.5331,261.1222,0.2686,28.6117,21.9845,Not available,
2014-07-20T00:00:00+1000,20/07/2014,0:00:00,1.41E+09,22.5194,238.6292,0.2395,28.622,22.1374,Not available,
2014-07-21T00:00:00+1000,21/07/2014,0:00:00,1.41E+09,22.2338,156.5736,0.2719,28.5835,21.9466,Not available,
2014-07-22T00:00:00+1000,22/07/2014,0:00:00,1.41E+09,22.2841,148.341,0.1873,28.5664,22.039,Not available,
2014-07-23T00:00:00+1000,23/07/2014,0:00:00,1.41E+09,22.181,218.9293,0.1751,28.5812,22.1431,Not available,
2014-07-24T00:00:00+1000,24/07/2014,0:00:00,1.41E+09,22.5049,267.0674,0.2523,28.6259,22.338,Not available,
2014-07-25T00:00:00+1000,25/07/2014,0:00:00,1.41E+09,22.8077,234.5526,0.2087,28.6316,22.7877,Not available,
2014-07-26T00:00:00+1000,26/07/2014,0:00:00,1.41E+09,23.0283,227.1986,0.2062,28.6017,22.9985,Not available,
2014-07-27T00:00:00+1000,27/07/2014,0:00:00,1.41E+09,23.2153,206.084,0.2055,28.5734,23.1579,Not available,
2014-07-28T00:00:00+1000,28/07/2014,0:00:00,1.41E+09,23.2109,184.4943,0.1881,28.5339,23.1491,Not available,
2014-07-29T00:00:00+1000,29/07/2014,0:00:00,1.41E+09,23.0517,180.6028,0.1726,28.528,23.0403,Not available,
2014-07-30T00:00:00+1000,30/07/2014,0:00:00,1.41E+09,22.9629,186.7965,0.1382,28.528,22.9435,Not available,
2014-07-31T00:00:00+1000,31/07/2014,0:00:00,1.41E+09,23.0229,193.3384,0.1322,28.5079,22.9665,Not available,
2014-08-01T00:00:00+1000,1/08/2014,0:00:00,1.41E+09,22.2583,153.0277,0.1288,28.509,23.013,Not available,
2014-08-02T00:00:00+1000,2/08/2014,0:00:00,1.41E+09,23.1215,132.6252,0.1562,28.5299,22.9683,Not available,
2014-08-03T00:00:00+1000,3/08/2014,0:00:00,1.41E+09,22.9673,284.1861,0.1878,28.6049,22.9734,Not available,
2014-08-04T00:00:00+1000,4/08/2014,0:00:00,1.41E+09,22.9578,306.2563,0.2271,28.66,22.9696,Not available,
2014-08-05T00:00:00+1000,5/08/2014,0:00:00,1.41E+09,22.9245,295.5113,0.1847,28.6476,22.9272,Not available,
2014-08-06T00:00:00+1000,6/08/2014,0:00:00,1.41E+09,22.8595,308.155,0.27,28.7202,22.8696,Not available,
2014-08-07T00:00:00+1000,7/08/2014,0:00:00,1.41E+09,22.7046,298.85,0.2598,28.7078,22.7166,Not available,
2014-08-08T00:00:00+1000,8/08/2014,0:00:00,1.41E+09,22.4191,258.577,0.2693,28.6858,22.4175,Not available,
2014-08-09T00:00:00+1000,9/08/2014,0:00:00,1.41E+09,22.1918,236.3764,0.2999,28.6943,22.2028,Not available,
2014-08-10T00:00:00+1000,10/08/2014,0:00:00,1.41E+09,Not available,228.1028,0.316,28.6505,22.2971,Not available,
2014-08-11T00:00:00+1000,11/08/2014,0:00:00,1.41E+09,Not available,208.6962,0.2834,28.5834,22.2976,Not available,
2014-08-12T00:00:00+1000,12/08/2014,0:00:00,1.41E+09,Not available,195.7857,0.2673,28.5602,22.2814,Not available,
2014-08-13T00:00:00+1000,13/08/2014,0:00:00,1.41E+09,Not available,224.0157,0.2387,28.6113,22.2284,Not available,
2014-08-14T00:00:00+1000,14/08/2014,0:00:00,1.41E+09,Not available,291.3684,0.2722,28.7156,22.1076,Not available,
2014-08-15T00:00:00+1000,15/08/2014,0:00:00,1.41E+09,Not available,306.222,0.291,28.6917,21.8547,Not available,
2014-08-16T00:00:00+1000,16/08/2014,0:00:00,1.41E+09,Not available,193.7743,0.1498,28.6174,21.795,Not available,
2014-08-17T00:00:00+1000,17/08/2014,0:00:00,1.41E+09,Not available,129.8911,0.2387,28.7476,21.9534,Not available,
2014-08-18T00:00:00+1000,18/08/2014,0:00:00,1.41E+09,Not available,127.4466,0.2477,28.5499,21.9541,Not available,
2014-08-19T00:00:00+1000,19/08/2014,0:00:00,1.41E+09,Not available,130.1978,0.2565,28.522,22.0333,Not available,
2014-08-20T00:00:00+1000,20/08/2014,0:00:00,1.41E+09,Not available,125.9304,0.2504,28.5268,22.1829,Not available,
2014-08-21T00:00:00+1000,21/08/2014,0:00:00,1.41E+09,Not available,152.9951,0.199,28.5289,22.3329,Not available,
2014-08-22T00:00:00+1000,22/08/2014,0:00:00,1.41E+09,Not available,197.1549,0.1829,28.5629,22.2824,Not available,
2014-08-23T00:00:00+1000,23/08/2014,0:00:00,1.41E+09,Not available,226.6219,0.2048,28.5962,22.4244,Not available,
2014-08-24T00:00:00+1000,24/08/2014,0:00:00,1.41E+09,Not available,207.6736,1.04,28.5626,22.5315,Not available,
2014-08-25T00:00:00+1000,25/08/2014,0:00:00,1.41E+09,Not available,229.7833,0.1902,28.5996,22.5084,Not available,
2014-08-26T00:00:00+1000,26/08/2014,0:00:00,1.41E+09,Not available,202.9368,0.2099,28.5885,22.3891,Not available,
2014-08-27T00:00:00+1000,27/08/2014,0:00:00,1.41E+09,Not available,140.354,0.2341,28.5559,22.5875,Not available,
2014-08-28T00:00:00+1000,28/08/2014,0:00:00,1.41E+09,Not available,149.2638,0.4023,28.5297,22.6454,Not available,
2014-08-29T00:00:00+1000,29/08/2014,0:00:00,1.41E+09,Not available,222.0015,0.1412,28.546,22.6708,Not available,
2014-08-30T00:00:00+1000,30/08/2014,0:00:00,1.41E+09,Not available,267.4633,0.1601,Not available,Not available,Not available,
2015-03-17T00:00:00+1000,17/03/2015,0:00:00,1.43E+09,Not available,-32768,-32768,Not available,Not available,Not available,
2015-03-18T00:00:00+1000,18/03/2015,0:00:00,1.43E+09,Not available,Not available,Not available,Not available,Not available,Not available,
2015-03-21T00:00:00+1000,21/03/2015,0:00:00,1.43E+09,Not available,174.9667,0.3034,Not available,Not available,Not available,
2015-03-22T00:00:00+1000,22/03/2015,0:00:00,1.43E+09,Not available,185.3928,0.2522,28.915,28.539,21.7218,
2015-03-23T00:00:00+1000,23/03/2015,0:00:00,1.43E+09,Not available,174.0667,0.2223,28.8957,28.5734,24.7733,
2015-03-24T00:00:00+1000,24/03/2015,0:00:00,1.43E+09,28.8769,120.9486,0.2113,28.9206,28.5973,28.424,
2015-03-25T00:00:00+1000,25/03/2015,0:00:00,1.43E+09,29.0896,112.5688,0.1875,28.956,28.6577,30.8419,
2015-03-26T00:00:00+1000,26/03/2015,0:00:00,1.43E+09,28.8804,123.6063,0.1573,29.0024,28.7455,37.9734,
2015-03-27T00:00:00+1000,27/03/2015,0:00:00,1.43E+09,28.8922,116.9328,1.0245,29.0007,28.8436,36.2522,
2015-03-28T00:00:00+1000,28/03/2015,0:00:00,1.43E+09,28.8138,137.2145,0.1547,29.0071,28.9014,43.2129,
2015-03-29T00:00:00+1000,29/03/2015,0:00:00,1.43E+09,28.7515,211.6511,0.1553,29.1082,28.7559,35.7694,
2015-03-30T00:00:00+1000,30/03/2015,0:00:00,1.43E+09,28.6274,245.1664,0.1912,29.1436,28.637,32.7959,
2015-03-31T00:00:00+1000,31/03/2015,0:00:00,1.43E+09,28.531,239.2478,0.3471,29.132,28.5246,34.6963,
2015-04-01T00:00:00+1000,1/04/2015,0:00:00,1.43E+09,28.455,247.4699,0.207,29.1334,28.4617,26.9253,
2015-04-02T00:00:00+1000,2/04/2015,0:00:00,1.43E+09,28.4455,216.045,0.2024,29.0945,28.4016,23.9184,
2015-04-03T00:00:00+1000,3/04/2015,0:00:00,1.43E+09,28.4332,205.78,0.2011,29.0662,28.3947,20.3113,
2015-04-04T00:00:00+1000,4/04/2015,0:00:00,1.43E+09,28.587,189.1451,0.2297,29.0347,28.3776,18.767,
2015-04-05T00:00:00+1000,5/04/2015,0:00:00,1.43E+09,28.6513,132.4,0.2814,28.9846,28.4215,23.174,
2015-04-06T00:00:00+1000,6/04/2015,0:00:00,1.43E+09,28.6383,126.9361,0.2906,28.9466,28.5255,26.6195,
2015-04-07T00:00:00+1000,7/04/2015,0:00:00,1.43E+09,28.8351,127.7889,0.2703,28.9384,28.6155,23.9192,
2015-04-08T00:00:00+1000,8/04/2015,0:00:00,1.43E+09,28.6566,152.15,0.1758,28.9696,28.6463,23.417,
2015-04-09T00:00:00+1000,9/04/2015,0:00:00,1.43E+09,28.5569,283.066,0.1828,29.0607,28.5704,24.0492,
2015-04-10T00:00:00+1000,10/04/2015,0:00:00,1.43E+09,28.4254,294.0822,0.1467,29.0565,28.444,18.9868,
2015-04-11T00:00:00+1000,11/04/2015,0:00:00,1.43E+09,28.3156,282.9493,0.1261,29.1114,28.3041,23.6888,
2015-04-12T00:00:00+1000,12/04/2015,0:00:00,1.43E+09,28.2923,256.1368,0.113,29.0954,28.2441,20.1963,
2015-04-13T00:00:00+1000,13/04/2015,0:00:00,1.43E+09,28.2401,194.331,0.1586,29.1264,28.2318,26.7652,
2015-04-14T00:00:00+1000,14/04/2015,0:00:00,1.43E+09,28.0893,241.7158,0.2083,29.1888,28.1066,25.5034,
2015-04-15T00:00:00+1000,15/04/2015,0:00:00,1.43E+09,27.9471,246.2048,0.2466,29.144,27.9631,24.3058,
2015-04-16T00:00:00+1000,16/04/2015,0:00:00,1.43E+09,27.8388,211.4547,0.2571,29.2355,27.8545,20.0035,
2015-04-17T00:00:00+1000,17/04/2015,0:00:00,1.43E+09,27.7421,207.644,0.2795,29.14,27.7537,21.9861,
2015-04-18T00:00:00+1000,18/04/2015,0:00:00,1.43E+09,27.689,217.1681,0.2819,29.1169,27.6972,16.8036,
2015-04-19T00:00:00+1000,19/04/2015,0:00:00,1.43E+09,27.7404,194.5951,0.2805,29.0843,27.6845,22.3385,
2015-04-20T00:00:00+1000,20/04/2015,0:00:00,1.43E+09,27.7323,199.1182,0.2301,29.0299,27.7062,25.5256,
2015-04-21T00:00:00+1000,21/04/2015,0:00:00,1.43E+09,27.6201,219.6655,0.1926,29.0151,27.6341,26.4829,
2015-04-22T00:00:00+1000,22/04/2015,0:00:00,1.43E+09,27.4839,207.911,0.147,29.0302,27.4888,31.361,
2015-04-23T00:00:00+1000,23/04/2015,0:00:00,1.43E+09,27.4192,153.0603,0.1267,29.0234,27.4216,31.7646,
2015-04-24T00:00:00+1000,24/04/2015,0:00:00,1.43E+09,27.4905,124.5657,0.1881,29.022,27.3505,35.176,
2015-04-25T00:00:00+1000,25/04/2015,0:00:00,1.43E+09,27.4855,125.9763,0.2397,29.0298,27.2977,22.1292,
2015-04-26T00:00:00+1000,26/04/2015,0:00:00,1.43E+09,27.2291,133.8842,0.1603,29.0368,27.2392,11.0196,
2015-04-27T00:00:00+1000,27/04/2015,0:00:00,1.43E+09,27.1417,163.3535,0.1408,29.1156,27.1671,40.9142,
2015-04-28T00:00:00+1000,28/04/2015,0:00:00,1.43E+09,27.0394,176.1976,0.1496,29.1233,27.0616,46.3147,
2015-04-29T00:00:00+1000,29/04/2015,0:00:00,1.43E+09,26.967,189.0924,0.1635,29.1435,26.9716,39.4125,
2015-04-30T00:00:00+1000,30/04/2015,0:00:00,1.43E+09,26.9872,213.4273,0.1698,29.1444,26.9041,35.5174,
2015-05-01T00:00:00+1000,1/05/2015,0:00:00,1.43E+09,26.9669,209.6443,0.1924,29.0801,26.8786,35.2181,
2015-05-02T00:00:00+1000,2/05/2015,0:00:00,1.43E+09,26.9316,198.0171,0.2041,29.0636,26.882,18.3595,
2015-05-03T00:00:00+1000,3/05/2015,0:00:00,1.43E+09,27.0378,168.3108,0.2222,29.059,26.9657,33.2171,
2015-05-04T00:00:00+1000,4/05/2015,0:00:00,1.43E+09,27.1971,167.7614,0.2201,29.0188,27.0494,32.7329,
2015-05-05T00:00:00+1000,5/05/2015,0:00:00,1.43E+09,27.2492,169.1701,0.2095,28.9994,27.1264,31.0953,
2015-05-06T00:00:00+1000,6/05/2015,0:00:00,1.43E+09,Not available,180.2518,0.1879,28.9904,27.1082,33.4589,
2015-05-07T00:00:00+1000,7/05/2015,0:00:00,1.43E+09,Not available,178.4415,0.1728,28.9883,27.079,29.8711,
2015-05-08T00:00:00+1000,8/05/2015,0:00:00,1.43E+09,Not available,229.9493,0.1366,28.9868,27.0197,27.9565,
2015-05-09T00:00:00+1000,9/05/2015,0:00:00,1.43E+09,Not available,243.4721,0.1194,29.0118,26.9104,35.5622,
2015-05-10T00:00:00+1000,10/05/2015,0:00:00,1.43E+09,Not available,234.4563,0.1094,29.0377,26.8421,38.4009,
2015-05-11T00:00:00+1000,11/05/2015,0:00:00,1.43E+09,Not available,139.1731,0.1566,29.0684,26.814,31.7365,
2015-05-12T00:00:00+1000,12/05/2015,0:00:00,1.43E+09,Not available,190.1128,0.1639,29.0584,26.701,26.5842,
2015-05-13T00:00:00+1000,13/05/2015,0:00:00,1.43E+09,Not available,191.6611,0.2002,29.1234,26.6717,26.1162,
2015-05-14T00:00:00+1000,14/05/2015,0:00:00,1.43E+09,Not available,259.0936,0.2726,29.1971,26.5877,21.2436,
2015-05-15T00:00:00+1000,15/05/2015,0:00:00,1.43E+09,Not available,296.7614,0.3694,29.2867,26.2221,15.2364,
2015-05-16T00:00:00+1000,16/05/2015,0:00:00,1.43E+09,Not available,313.15,0.4496,29.4022,25.6171,2.4649,
2015-05-17T00:00:00+1000,17/05/2015,0:00:00,1.43E+09,Not available,302.4143,0.4113,29.4086,25.4225,0.7988,
2015-05-18T00:00:00+1000,18/05/2015,0:00:00,1.43E+09,Not available,295.6525,0.3848,29.3602,25.4374,1.6001,
2015-05-19T00:00:00+1000,19/05/2015,0:00:00,1.43E+09,Not available,261.3306,0.2924,29.3098,25.5127,4.3107,
2015-05-20T00:00:00+1000,20/05/2015,0:00:00,1.43E+09,Not available,221.7801,0.2098,29.2149,25.5487,6.0059,
2015-05-21T00:00:00+1000,21/05/2015,0:00:00,1.43E+09,Not available,161.2701,0.1971,29.1755,25.491,12.9241,
2015-05-22T00:00:00+1000,22/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3125,29.0861,25.3777,11.296
2015-05-23T00:00:00+1000,23/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1953,29.1658,25.0862,12.6355
2015-05-24T00:00:00+1000,24/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,1.8128,29.2618,25.1451,13.7676
2015-05-25T00:00:00+1000,25/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.2607,29.3539,25.1708,9.0077
2015-05-26T00:00:00+1000,26/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.2263,29.2205,24.8809,11.6628
2015-05-27T00:00:00+1000,27/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.2593,29.1995,24.9391,13.4838
2015-05-28T00:00:00+1000,28/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1813,29.1556,24.9309,14.807
2015-05-29T00:00:00+1000,29/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.2532,29.1207,24.9829,13.8812
2015-05-30T00:00:00+1000,30/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.2453,29.096,24.9301,12.7815
2015-05-31T00:00:00+1000,31/05/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.2227,29.0292,25.0216,13.0238
2015-06-01T00:00:00+1000,1/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.167,28.9905,25.0543,11.0727
2015-06-02T00:00:00+1000,2/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.9797,28.9529,25.0497,14.8284
2015-06-03T00:00:00+1000,3/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1221,29.027,24.9563,15.6962
2015-06-04T00:00:00+1000,4/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1361,28.995,24.889,26.0919
2015-06-05T00:00:00+1000,5/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1215,29.0179,24.8507,25.878
2015-06-06T00:00:00+1000,6/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.198,29.0777,24.8334,20.5753
2015-06-07T00:00:00+1000,7/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1014,29.2176,24.7276,15.9849
2015-06-08T00:00:00+1000,8/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1811,29.293,24.4846,8.0555
