date time,date,time,seconds since 1970,Water Temperature @1.0m,CurrentDirection @7.0m,CurrentMagnitude @7.0m,Turbidity @26.0m,Water Pressure @26.0m,Water Temperature @26.0m,PAR @26.0m
2015-06-09T00:00:00+1000,9/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.406,29.325,24.1733,5.4725
2015-06-10T00:00:00+1000,10/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3097,29.2701,24.0793,8.1495
2015-06-11T00:00:00+1000,11/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3457,29.3362,23.9758,6.5687
2015-06-12T00:00:00+1000,12/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3846,29.3194,23.8081,5.2103
2015-06-13T00:00:00+1000,13/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.4838,29.2733,23.8264,5.1953
2015-06-14T00:00:00+1000,14/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3918,29.1658,23.8217,6.1667
2015-06-15T00:00:00+1000,15/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3706,29.1736,23.9349,9.8033
2015-06-16T00:00:00+1000,16/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3975,29.0544,23.9814,17.0261
2015-06-17T00:00:00+1000,17/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1589,29.1153,24.0196,14.9061
2015-06-18T00:00:00+1000,18/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1111,28.9606,24.0534,21.8347
2015-06-19T00:00:00+1000,19/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1465,29.0281,24.0285,21.91
2015-06-20T00:00:00+1000,20/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1449,29.1014,24.0574,18.9199
2015-06-21T00:00:00+1000,21/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.0724,29.1321,23.9907,20.9222
2015-06-22T00:00:00+1000,22/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.3366,29.2177,23.6006,14.3174
2015-06-23T00:00:00+1000,23/06/2015,0:00:00,1.43E+09,Not available,Not available,Not available,0.1065,29.2489,23.6543,18.4926
2015-06-24T00:00:00+1000,24/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1536,29.2049,23.3497,14.1225
2015-06-25T00:00:00+1000,25/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1976,29.1263,23.2852,19.8464
2015-06-26T00:00:00+1000,26/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1612,29.1432,23.3681,26.0061
2015-06-27T00:00:00+1000,27/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1786,29.2001,23.0856,21.0652
2015-06-28T00:00:00+1000,28/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1117,29.2321,22.8961,19.0516
2015-06-29T00:00:00+1000,29/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1508,29.2744,22.9726,10.8768
2015-06-30T00:00:00+1000,30/06/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.2366,29.1633,22.7066,12.8951
2015-07-01T00:00:00+1000,1/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0885,29.1337,22.761,17.6934
2015-07-02T00:00:00+1000,2/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1177,29.0927,22.9338,28.1519
2015-07-03T00:00:00+1000,3/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0997,29.1014,23.0073,28.9667
2015-07-04T00:00:00+1000,4/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0447,29.0831,23.092,34.9272
2015-07-05T00:00:00+1000,5/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0199,29.0951,23.0067,25.5568
2015-07-06T00:00:00+1000,6/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.5858,29.0901,23.0346,29.7816
2015-07-07T00:00:00+1000,7/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1382,29.0916,23.0376,32.248
2015-07-08T00:00:00+1000,8/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1782,29.0946,23.1886,39.8955
2015-07-09T00:00:00+1000,9/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1585,29.2072,23.1788,24.6615
2015-07-10T00:00:00+1000,10/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,1.00E-04,29.2305,23.0534,27.5598
2015-07-11T00:00:00+1000,11/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0551,29.1381,23.0588,31.8431
2015-07-12T00:00:00+1000,12/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.2206,29.0381,23.3379,36.2401
2015-07-13T00:00:00+1000,13/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0903,29.0357,22.9769,29.2332
2015-07-14T00:00:00+1000,14/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.3128,29.0214,22.6677,31.3194
2015-07-15T00:00:00+1000,15/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,1.0396,28.9979,22.7971,28.5399
2015-07-16T00:00:00+1000,16/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0927,28.959,22.7424,33.4044
2015-07-17T00:00:00+1000,17/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0996,28.9764,22.6806,25.7404
2015-07-18T00:00:00+1000,18/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1348,29.0424,22.5491,30.1464
2015-07-19T00:00:00+1000,19/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0517,29.0803,22.4186,31.4616
2015-07-20T00:00:00+1000,20/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.8962,29.1547,22.3466,19.1772
2015-07-21T00:00:00+1000,21/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.5671,29.1949,22.304,18.8812
2015-07-22T00:00:00+1000,22/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,2.3585,29.2398,22.2842,25.987
2015-07-23T00:00:00+1000,23/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.147,29.1253,22.2471,25.4267
2015-07-24T00:00:00+1000,24/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.246,29.0684,21.9893,27.5874
2015-07-25T00:00:00+1000,25/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.6714,29.0525,22.1326,23.2773
2015-07-26T00:00:00+1000,26/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1343,29.0522,22.4366,26.4265
2015-07-27T00:00:00+1000,27/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1976,29.0524,22.5865,27.6467
2015-07-28T00:00:00+1000,28/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1191,29.1222,22.829,27.6648
2015-07-29T00:00:00+1000,29/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.2045,29.2404,22.6682,19.5014
2015-07-30T00:00:00+1000,30/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1819,28.9122,22.5331,23.8742
2015-07-31T00:00:00+1000,31/07/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1009,29.022,22.5892,29.5643
2015-08-01T00:00:00+1000,1/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0796,29.1075,22.634,32.5052
2015-08-02T00:00:00+1000,2/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.073,29.0811,22.6554,30.2417
2015-08-03T00:00:00+1000,3/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0737,29.0579,22.7337,37.5824
2015-08-04T00:00:00+1000,4/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1129,29.0189,22.9133,38.21
2015-08-05T00:00:00+1000,5/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.3993,29.054,22.9104,32.6437
2015-08-06T00:00:00+1000,6/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1112,29.1148,22.8154,34.0858
2015-08-07T00:00:00+1000,7/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1329,29.1298,22.83,36.5528
2015-08-08T00:00:00+1000,8/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0808,29.1497,22.7665,37.6993
2015-08-09T00:00:00+1000,9/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0645,29.1599,22.7927,40.9704
2015-08-10T00:00:00+1000,10/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0067,29.1533,22.8024,45.4486
2015-08-11T00:00:00+1000,11/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0402,29.107,22.6552,44.552
2015-08-12T00:00:00+1000,12/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0803,29.0654,22.8054,37.27
2015-08-13T00:00:00+1000,13/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0916,29.0382,22.8834,38.1127
2015-08-14T00:00:00+1000,14/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.091,29.0886,22.7176,35.3987
2015-08-15T00:00:00+1000,15/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0894,40.0045,22.6112,38.3355
2015-08-16T00:00:00+1000,16/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.5823,29.0473,22.6696,34.1705
2015-08-17T00:00:00+1000,17/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1579,29.0707,22.7467,43.8742
2015-08-18T00:00:00+1000,18/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.3408,29.0097,22.8794,45.2823
2015-08-19T00:00:00+1000,19/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1332,29.0129,22.9908,37.5448
2015-08-20T00:00:00+1000,20/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1537,29.0351,22.9312,27.0525
2015-08-21T00:00:00+1000,21/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0659,29.0825,23.0125,33.0307
2015-08-22T00:00:00+1000,22/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.3242,29.079,23.0923,38.785
2015-08-23T00:00:00+1000,23/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0069,29.0703,23.1155,42.286
2015-08-24T00:00:00+1000,24/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0023,29.0342,23.2132,47.2792
2015-08-25T00:00:00+1000,25/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1865,29.0321,23.2265,47.5535
2015-08-26T00:00:00+1000,26/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.087,29.0479,23.2129,42.0166
2015-08-27T00:00:00+1000,27/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0978,29.066,23.0263,43.6148
2015-08-28T00:00:00+1000,28/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.093,29.0607,23.0294,47.7027
2015-08-29T00:00:00+1000,29/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0771,29.0334,23.1325,43.4066
2015-08-30T00:00:00+1000,30/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0873,29.0111,23.2377,33.6112
2015-08-31T00:00:00+1000,31/08/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0818,29.0068,23.2989,37.6631
2015-09-01T00:00:00+1000,1/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0423,29.0054,23.3357,32.4733
2015-09-02T00:00:00+1000,2/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0954,28.9832,109.1332,36.7874
2015-09-03T00:00:00+1000,3/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0484,28.9649,23.6443,45.0401
2015-09-04T00:00:00+1000,4/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.162,29.0024,23.736,32.0868
2015-09-05T00:00:00+1000,5/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0828,29.0447,23.8432,32.4386
2015-09-06T00:00:00+1000,6/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0675,29.1001,23.8747,37.489
2015-09-07T00:00:00+1000,7/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0754,29.1344,23.9068,44.4048
2015-09-08T00:00:00+1000,8/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0532,29.116,23.977,52.0924
2015-09-09T00:00:00+1000,9/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0348,29.1166,24.109,55.4136
2015-09-10T00:00:00+1000,10/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0175,29.1553,24.1275,50.1133
2015-09-11T00:00:00+1000,11/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0673,29.2258,23.9042,36.4963
2015-09-12T00:00:00+1000,12/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0823,29.2731,23.7426,39.6788
2015-09-13T00:00:00+1000,13/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0842,29.2315,23.5926,38.6869
2015-09-14T00:00:00+1000,14/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0964,29.2082,23.5298,39.6154
2015-09-15T00:00:00+1000,15/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.774,29.1834,23.5658,47.0508
2015-09-16T00:00:00+1000,16/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0524,29.1211,23.6311,53.4747
2015-09-17T00:00:00+1000,17/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.0654,29.0804,23.755,55.8667
2015-09-18T00:00:00+1000,18/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,0.1,29.0406,23.8378,46.9871
2015-09-19T00:00:00+1000,19/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2015-09-20T00:00:00+1000,20/09/2015,0:00:00,1.44E+09,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2015-09-21T00:00:00+1000,21/09/2015,0:00:00,1.44E+09,23.8533,Not available,Not available,Not available,Not available,Not available,Not available
2015-09-22T00:00:00+1000,22/09/2015,0:00:00,1.44E+09,24.2492,Not available,Not available,-0.3493,28.72,23.9462,53.8991
2015-09-23T00:00:00+1000,23/09/2015,0:00:00,1.44E+09,24.3444,Not available,Not available,-0.3893,28.7259,24.0255,50.2274
2015-09-24T00:00:00+1000,24/09/2015,0:00:00,1.44E+09,Not available,182.9066,0.1975,Not available,Not available,Not available,
2015-09-25T00:00:00+1000,25/09/2015,0:00:00,1.44E+09,Not available,209.9447,0.2294,28.7633,24.0836,48.3892,
2015-09-26T00:00:00+1000,26/09/2015,0:00:00,1.44E+09,Not available,205.1042,1.176,28.8027,24.0146,46.2721,
2015-09-27T00:00:00+1000,27/09/2015,0:00:00,1.44E+09,Not available,207.0038,0.2924,28.7347,23.9727,53.1927,
2015-09-28T00:00:00+1000,28/09/2015,0:00:00,1.44E+09,24.1693,201.8326,0.3105,28.7502,24.0026,49.8939,
2015-09-29T00:00:00+1000,29/09/2015,0:00:00,1.44E+09,24.2563,193.2248,0.2884,28.7149,24.0989,51.2801,
2015-09-30T00:00:00+1000,30/09/2015,0:00:00,1.44E+09,24.2793,178.3556,0.2608,28.7363,24.2084,56.6126,
2015-10-01T00:00:00+1000,1/10/2015,0:00:00,1.44E+09,24.3747,189.8086,0.2089,28.7182,24.303,53.1638,
2015-10-02T00:00:00+1000,2/10/2015,0:00:00,1.44E+09,24.3613,226.6821,0.1608,28.748,24.3698,56.8674,
2015-10-03T00:00:00+1000,3/10/2015,0:00:00,1.44E+09,24.1935,300.8686,0.2654,28.8674,24.2118,43.7034,
2015-10-04T00:00:00+1000,4/10/2015,0:00:00,1.44E+09,24.1055,296.8278,0.2087,28.8804,24.119,51.8624,
2015-10-05T00:00:00+1000,5/10/2015,0:00:00,1.44E+09,24.1021,273.7664,0.1521,28.8346,24.1138,54.2901,
2015-10-06T00:00:00+1000,6/10/2015,0:00:00,1.44E+09,24.1234,227.3688,0.1576,28.8028,24.1269,58.4601,
2015-10-07T00:00:00+1000,7/10/2015,0:00:00,1.44E+09,24.1915,230.0493,0.1762,28.8032,24.1937,58.0368,
2015-10-08T00:00:00+1000,8/10/2015,0:00:00,1.44E+09,24.2291,251.5086,0.2014,28.7787,24.2383,57.7455,
2015-10-09T00:00:00+1000,9/10/2015,0:00:00,1.44E+09,24.0993,298.9625,0.2851,28.8515,24.1116,39.0039,
2015-10-10T00:00:00+1000,10/10/2015,0:00:00,1.44E+09,23.9195,266.0427,0.2491,28.8557,23.9329,21.1657,
2015-10-11T00:00:00+1000,11/10/2015,0:00:00,1.44E+09,23.7485,255.595,0.2295,28.8196,23.7454,25.0307,
2015-10-12T00:00:00+1000,12/10/2015,0:00:00,1.44E+09,23.8988,208.5248,0.2466,28.79,23.7299,30.0226,
2015-10-13T00:00:00+1000,13/10/2015,0:00:00,1.44E+09,24.1717,124.45,0.2674,28.7083,23.8454,43.9342,
2015-10-14T00:00:00+1000,14/10/2015,0:00:00,1.44E+09,24.1332,125.3574,0.233,28.7036,23.9619,44.3,
2015-10-15T00:00:00+1000,15/10/2015,0:00:00,1.44E+09,24.1056,198.4362,0.1601,28.7089,24.0601,43.2783,
2015-10-16T00:00:00+1000,16/10/2015,0:00:00,1.44E+09,24.1005,238.3775,0.153,28.746,24.0682,46.9712,
2015-10-17T00:00:00+1000,17/10/2015,0:00:00,1.45E+09,24.1533,240.9521,0.1268,28.7275,24.1163,56.8107,
2015-10-18T00:00:00+1000,18/10/2015,0:00:00,1.45E+09,Not available,255.89,0.1239,28.7452,24.1349,61.7101,
2015-10-19T00:00:00+1000,19/10/2015,0:00:00,1.45E+09,Not available,278.6979,0.1613,28.7439,24.1682,38.052,
2015-10-20T00:00:00+1000,20/10/2015,0:00:00,1.45E+09,Not available,206.72,0.134,28.7144,24.1965,63.799,
2015-10-21T00:00:00+1000,21/10/2015,0:00:00,1.45E+09,Not available,134.484,0.242,28.6842,24.2976,69.049,
2015-10-22T00:00:00+1000,22/10/2015,0:00:00,1.45E+09,Not available,128.5916,0.4098,28.6444,24.4699,74.0817,
2015-10-23T00:00:00+1000,23/10/2015,0:00:00,1.45E+09,Not available,123.9069,0.3706,28.626,24.5532,59.1657,
2015-10-24T00:00:00+1000,24/10/2015,0:00:00,1.45E+09,Not available,138.1854,0.3078,28.6829,24.7046,48.5966,
2015-10-25T00:00:00+1000,25/10/2015,0:00:00,1.45E+09,Not available,168.5542,0.2857,28.6839,24.8808,57.5056,
2015-10-26T00:00:00+1000,26/10/2015,0:00:00,1.45E+09,Not available,190.7625,0.3075,28.6978,24.998,52.1876,
2015-10-27T00:00:00+1000,27/10/2015,0:00:00,1.45E+09,Not available,175.1157,0.3111,28.7004,25.1204,52.674,
2015-10-28T00:00:00+1000,28/10/2015,0:00:00,1.45E+09,Not available,173.7553,0.2836,28.6651,25.2397,49.4997,
2015-10-29T00:00:00+1000,29/10/2015,0:00:00,1.45E+09,Not available,172.6201,0.2599,28.6066,25.3127,45.4568,
2015-10-30T00:00:00+1000,30/10/2015,0:00:00,1.45E+09,Not available,175.8752,0.2088,28.6337,25.3934,39.6348,
2015-10-31T00:00:00+1000,31/10/2015,0:00:00,1.45E+09,Not available,190.6768,0.1555,28.6929,25.4493,37.9439,
2015-11-01T00:00:00+1000,1/11/2015,0:00:00,1.45E+09,Not available,151.5993,0.1361,28.6643,25.4492,47.2996,
2015-11-02T00:00:00+1000,2/11/2015,0:00:00,1.45E+09,Not available,119.21,0.1874,28.6615,25.4915,57.5612,
2015-11-03T00:00:00+1000,3/11/2015,0:00:00,1.45E+09,Not available,115.6722,0.2201,28.6445,25.5848,42.7319,
2015-11-04T00:00:00+1000,4/11/2015,0:00:00,1.45E+09,Not available,120.316,0.3044,28.6354,25.6864,39.4622,
2015-11-05T00:00:00+1000,5/11/2015,0:00:00,1.45E+09,Not available,123.9278,0.3461,28.6214,25.9582,47.2161,
2015-11-06T00:00:00+1000,6/11/2015,0:00:00,1.45E+09,Not available,120.6521,0.2958,28.6399,26.0555,29.3949,
2015-11-07T00:00:00+1000,7/11/2015,0:00:00,1.45E+09,Not available,118.1985,0.294,28.6816,26.2524,31.4789,
2015-11-08T00:00:00+1000,8/11/2015,0:00:00,1.45E+09,Not available,122.7741,0.2473,28.6882,26.4378,37.8216,
2015-11-09T00:00:00+1000,9/11/2015,0:00:00,1.45E+09,Not available,158.6056,0.1861,28.6792,26.6048,37.3914,
2015-11-10T00:00:00+1000,10/11/2015,0:00:00,1.45E+09,Not available,198.1788,0.1828,28.7322,26.73,42.9714,
2015-11-11T00:00:00+1000,11/11/2015,0:00:00,1.45E+09,Not available,186.575,0.1902,28.7365,26.7611,46.6949,
2015-11-12T00:00:00+1000,12/11/2015,0:00:00,1.45E+09,Not available,202.35,0.1971,28.7122,26.806,48.9394,
2015-11-13T00:00:00+1000,13/11/2015,0:00:00,1.45E+09,Not available,164.7424,0.1966,28.6842,26.8034,54.4124,
2015-11-14T00:00:00+1000,14/11/2015,0:00:00,1.45E+09,Not available,108.5,0.172,Not available,Not available,Not available,
2015-11-15T00:00:00+1000,15/11/2015,0:00:00,1.45E+09,27.3129,116.6557,0.4232,28.8267,26.1449,46.859,
2015-11-16T00:00:00+1000,16/11/2015,0:00:00,1.45E+09,27.3219,111.8852,0.3318,28.6153,25.8524,25.4822,
2015-11-17T00:00:00+1000,17/11/2015,0:00:00,1.45E+09,27.2839,166.8038,0.1667,28.6703,25.7284,20.5798,
2015-11-18T00:00:00+1000,18/11/2015,0:00:00,1.45E+09,26.8046,314.1777,0.2117,28.7834,26.5592,34.6349,
2015-11-19T00:00:00+1000,19/11/2015,0:00:00,1.45E+09,26.7654,265.9341,0.1443,28.8196,26.6674,43.0899,
2015-11-20T00:00:00+1000,20/11/2015,0:00:00,1.45E+09,26.7347,194.841,0.1627,28.7757,26.7271,45.8577,
2015-11-21T00:00:00+1000,21/11/2015,0:00:00,1.45E+09,26.7248,184.4787,0.2002,28.7447,26.7357,20.9705,
2015-11-22T00:00:00+1000,22/11/2015,0:00:00,1.45E+09,26.8641,155.6806,0.2649,28.7584,115.3414,46.6277,
2015-11-23T00:00:00+1000,23/11/2015,0:00:00,1.45E+09,27.0602,166.8699,0.2744,28.7072,26.8822,45.6517,
2015-11-24T00:00:00+1000,24/11/2015,0:00:00,1.45E+09,27.175,169.873,0.2739,28.7057,27.02,48.8876,
2015-11-25T00:00:00+1000,25/11/2015,0:00:00,1.45E+09,27.2106,187.821,0.2674,28.6674,27.0413,46.1423,
2015-11-26T00:00:00+1000,26/11/2015,0:00:00,1.45E+09,27.2533,191.9873,0.2657,28.6704,27.0935,47.7965,
2015-11-27T00:00:00+1000,27/11/2015,0:00:00,1.45E+09,27.6746,171.3817,0.2402,28.6715,26.9934,31.5822,
2015-11-28T00:00:00+1000,28/11/2015,0:00:00,1.45E+09,28.1172,119.8951,0.2463,28.6801,26.6959,35.4723,
2015-11-29T00:00:00+1000,29/11/2015,0:00:00,1.45E+09,28.1075,101.3569,0.2927,28.6475,26.3724,35.1505,
2015-11-30T00:00:00+1000,30/11/2015,0:00:00,1.45E+09,28.147,114.1094,0.3668,28.6498,26.4724,35.2874,
2015-12-01T00:00:00+1000,1/12/2015,0:00:00,1.45E+09,28.3919,111.8153,0.3499,28.6465,26.5618,34.0249,
2015-12-02T00:00:00+1000,2/12/2015,0:00:00,1.45E+09,28.1986,119.4699,0.2944,28.6727,26.758,36.1335,
2015-12-03T00:00:00+1000,3/12/2015,0:00:00,1.45E+09,28.0702,111.643,0.2676,28.6939,26.7769,45.9225,
2015-12-04T00:00:00+1000,4/12/2015,0:00:00,1.45E+09,27.8398,230.8106,0.1717,28.7679,26.954,46.0841,
2015-12-05T00:00:00+1000,5/12/2015,0:00:00,1.45E+09,27.805,282.925,0.1961,28.8156,27.8226,44.2372,
2015-12-06T00:00:00+1000,6/12/2015,0:00:00,1.45E+09,27.8134,235.0915,0.1542,28.8059,27.7266,45.7144,
2015-12-07T00:00:00+1000,7/12/2015,0:00:00,1.45E+09,27.7969,192.0143,0.167,28.7809,27.7064,45.3589,
2015-12-08T00:00:00+1000,8/12/2015,0:00:00,1.45E+09,27.8122,173.1191,0.1862,28.7681,27.7622,46.1091,
2015-12-09T00:00:00+1000,9/12/2015,0:00:00,1.45E+09,27.9526,174.4271,0.2108,28.764,27.8222,48.3305,
2015-12-10T00:00:00+1000,10/12/2015,0:00:00,1.45E+09,28.0397,156.4965,0.2281,28.7332,27.8541,47.0434,
2015-12-11T00:00:00+1000,11/12/2015,0:00:00,1.45E+09,28.0722,131.7407,0.2543,28.7078,27.8593,40.9224,
2015-12-12T00:00:00+1000,12/12/2015,0:00:00,1.45E+09,28.1019,117.3163,0.2582,28.7018,27.7684,34.6671,
2015-12-13T00:00:00+1000,13/12/2015,0:00:00,1.45E+09,28.3021,123.5094,0.2295,28.697,27.2505,20.2084,
2015-12-14T00:00:00+1000,14/12/2015,0:00:00,1.45E+09,28.1904,197.7329,0.356,28.7251,27.4092,28.0307,
2015-12-15T00:00:00+1000,15/12/2015,0:00:00,1.45E+09,28.102,224.825,0.1673,28.7545,28.0133,46.8043,
2015-12-16T00:00:00+1000,16/12/2015,0:00:00,1.45E+09,28.0431,219.4369,0.1436,28.7415,28.0114,32.8436,
2015-12-17T00:00:00+1000,17/12/2015,0:00:00,1.45E+09,28.0288,189.5951,0.1331,28.7204,27.9845,28.0761,
2015-12-18T00:00:00+1000,18/12/2015,0:00:00,1.45E+09,28.0136,235.6688,0.1498,28.7771,28.0015,38.6741,
2015-12-19T00:00:00+1000,19/12/2015,0:00:00,1.45E+09,27.8849,272.4015,0.182,28.8132,27.8976,34.2387,
2015-12-20T00:00:00+1000,20/12/2015,0:00:00,1.45E+09,27.7479,211.1314,0.1689,28.8135,27.7634,36.996,
2015-12-21T00:00:00+1000,21/12/2015,0:00:00,1.45E+09,27.715,190.7841,0.2049,28.7927,27.6959,37.8868,
2015-12-22T00:00:00+1000,22/12/2015,0:00:00,1.45E+09,27.7326,194.9567,0.2863,28.779,27.7292,34.215,
2015-12-23T00:00:00+1000,23/12/2015,0:00:00,1.45E+09,27.779,179.806,0.2593,28.7162,27.7121,42.6586,
2015-12-24T00:00:00+1000,24/12/2015,0:00:00,1.45E+09,27.8509,172.8482,0.2556,28.7497,27.7549,46.1667,
2015-12-25T00:00:00+1000,25/12/2015,0:00:00,1.45E+09,27.9393,184.7645,0.2595,28.7135,27.8189,59.4608,
2015-12-26T00:00:00+1000,26/12/2015,0:00:00,1.45E+09,28.2504,182.641,0.2307,28.7192,27.9328,50.3012,
2015-12-27T00:00:00+1000,27/12/2015,0:00:00,1.45E+09,28.4613,189.1077,0.2054,28.694,28.0295,54.9504,
2015-12-28T00:00:00+1000,28/12/2015,0:00:00,1.45E+09,28.1977,208.4234,0.1732,28.7278,28.1428,27.4695,
2015-12-29T00:00:00+1000,29/12/2015,0:00:00,1.45E+09,28.0644,299.009,0.2809,28.8112,28.0877,16.25,
2015-12-30T00:00:00+1000,30/12/2015,0:00:00,1.45E+09,27.8909,310.7806,0.365,28.9184,27.9067,22.9959,
2015-12-31T00:00:00+1000,31/12/2015,0:00:00,1.45E+09,27.9919,287.8489,0.1535,28.8887,27.9278,18.7725,
2016-01-01T00:00:00+1000,1/01/2016,0:00:00,1.45E+09,28.0443,190.5417,0.0757,28.8342,27.9313,34.8001,
2016-01-02T00:00:00+1000,2/01/2016,0:00:00,1.45E+09,28.0348,131.2468,0.173,28.7751,27.9691,38.8014,
