date time,date,time,seconds since 1970,Water Temperature @1.0m,CurrentDirection @7.0m,CurrentMagnitude @7.0m,CurrentDirection @7.0m,Turbidity @26.0m,Water Pressure @26.0m,Water Temperature @26.0m,PAR @26.0m
2013-10-31T01:45:00+1000,31/10/2013,1:45:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T02:00:00+1000,31/10/2013,2:00:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T02:15:00+1000,31/10/2013,2:15:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T02:30:00+1000,31/10/2013,2:30:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T02:45:00+1000,31/10/2013,2:45:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T03:00:00+1000,31/10/2013,3:00:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T03:15:00+1000,31/10/2013,3:15:00,1.38E+09,26.43,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T03:30:00+1000,31/10/2013,3:30:00,1.38E+09,26.42,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T03:45:00+1000,31/10/2013,3:45:00,1.38E+09,26.42,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T04:00:00+1000,31/10/2013,4:00:00,1.38E+09,26.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T04:15:00+1000,31/10/2013,4:15:00,1.38E+09,26.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T04:30:00+1000,31/10/2013,4:30:00,1.38E+09,26.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T04:45:00+1000,31/10/2013,4:45:00,1.38E+09,26.41,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T05:00:00+1000,31/10/2013,5:00:00,1.38E+09,26.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T05:15:00+1000,31/10/2013,5:15:00,1.38E+09,26.41,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T05:30:00+1000,31/10/2013,5:30:00,1.38E+09,26.42,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T05:45:00+1000,31/10/2013,5:45:00,1.38E+09,26.43,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T06:00:00+1000,31/10/2013,6:00:00,1.38E+09,26.41,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T06:15:00+1000,31/10/2013,6:15:00,1.38E+09,26.42,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T06:30:00+1000,31/10/2013,6:30:00,1.38E+09,26.43,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T06:45:00+1000,31/10/2013,6:45:00,1.38E+09,26.43,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T07:00:00+1000,31/10/2013,7:00:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T07:15:00+1000,31/10/2013,7:15:00,1.38E+09,26.45,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T07:30:00+1000,31/10/2013,7:30:00,1.38E+09,26.44,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T07:45:00+1000,31/10/2013,7:45:00,1.38E+09,26.46,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T08:00:00+1000,31/10/2013,8:00:00,1.38E+09,26.46,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T08:15:00+1000,31/10/2013,8:15:00,1.38E+09,26.46,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T08:30:00+1000,31/10/2013,8:30:00,1.38E+09,26.48,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T08:45:00+1000,31/10/2013,8:45:00,1.38E+09,26.49,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T09:00:00+1000,31/10/2013,9:00:00,1.38E+09,26.52,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T09:15:00+1000,31/10/2013,9:15:00,1.38E+09,26.49,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T09:30:00+1000,31/10/2013,9:30:00,1.38E+09,26.54,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T09:45:00+1000,31/10/2013,9:45:00,1.38E+09,26.58,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T10:00:00+1000,31/10/2013,10:00:00,1.38E+09,26.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T10:15:00+1000,31/10/2013,10:15:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T10:30:00+1000,31/10/2013,10:30:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T10:45:00+1000,31/10/2013,10:45:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T11:00:00+1000,31/10/2013,11:00:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T11:15:00+1000,31/10/2013,11:15:00,1.38E+09,26.73,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T11:30:00+1000,31/10/2013,11:30:00,1.38E+09,26.78,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T11:45:00+1000,31/10/2013,11:45:00,1.38E+09,26.78,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T12:00:00+1000,31/10/2013,12:00:00,1.38E+09,26.84,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T12:15:00+1000,31/10/2013,12:15:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T12:30:00+1000,31/10/2013,12:30:00,1.38E+09,26.87,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T12:45:00+1000,31/10/2013,12:45:00,1.38E+09,26.86,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T13:00:00+1000,31/10/2013,13:00:00,1.38E+09,26.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T13:15:00+1000,31/10/2013,13:15:00,1.38E+09,26.92,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T13:30:00+1000,31/10/2013,13:30:00,1.38E+09,26.93,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T13:45:00+1000,31/10/2013,13:45:00,1.38E+09,26.94,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T14:00:00+1000,31/10/2013,14:00:00,1.38E+09,27.01,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T14:15:00+1000,31/10/2013,14:15:00,1.38E+09,27.03,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T14:30:00+1000,31/10/2013,14:30:00,1.38E+09,27.04,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T14:45:00+1000,31/10/2013,14:45:00,1.38E+09,27.06,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T15:00:00+1000,31/10/2013,15:00:00,1.38E+09,27.04,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T15:15:00+1000,31/10/2013,15:15:00,1.38E+09,27.03,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T15:30:00+1000,31/10/2013,15:30:00,1.38E+09,27.03,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T15:45:00+1000,31/10/2013,15:45:00,1.38E+09,27.02,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T16:00:00+1000,31/10/2013,16:00:00,1.38E+09,27,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T16:15:00+1000,31/10/2013,16:15:00,1.38E+09,26.97,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T16:30:00+1000,31/10/2013,16:30:00,1.38E+09,26.95,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T16:45:00+1000,31/10/2013,16:45:00,1.38E+09,26.92,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T17:00:00+1000,31/10/2013,17:00:00,1.38E+09,26.91,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T17:15:00+1000,31/10/2013,17:15:00,1.38E+09,26.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T17:30:00+1000,31/10/2013,17:30:00,1.38E+09,26.88,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T17:45:00+1000,31/10/2013,17:45:00,1.38E+09,26.86,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T18:00:00+1000,31/10/2013,18:00:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T18:15:00+1000,31/10/2013,18:15:00,1.38E+09,26.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T18:30:00+1000,31/10/2013,18:30:00,1.38E+09,26.84,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T18:45:00+1000,31/10/2013,18:45:00,1.38E+09,26.81,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T19:00:00+1000,31/10/2013,19:00:00,1.38E+09,26.79,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T19:15:00+1000,31/10/2013,19:15:00,1.38E+09,26.76,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T19:30:00+1000,31/10/2013,19:30:00,1.38E+09,26.79,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T19:45:00+1000,31/10/2013,19:45:00,1.38E+09,26.83,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T20:00:00+1000,31/10/2013,20:00:00,1.38E+09,26.75,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T20:15:00+1000,31/10/2013,20:15:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T20:30:00+1000,31/10/2013,20:30:00,1.38E+09,26.69,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T20:45:00+1000,31/10/2013,20:45:00,1.38E+09,26.72,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T21:00:00+1000,31/10/2013,21:00:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T21:15:00+1000,31/10/2013,21:15:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T21:30:00+1000,31/10/2013,21:30:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T21:45:00+1000,31/10/2013,21:45:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T22:00:00+1000,31/10/2013,22:00:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T22:15:00+1000,31/10/2013,22:15:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T22:30:00+1000,31/10/2013,22:30:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T22:45:00+1000,31/10/2013,22:45:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T23:00:00+1000,31/10/2013,23:00:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T23:15:00+1000,31/10/2013,23:15:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T23:30:00+1000,31/10/2013,23:30:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-10-31T23:45:00+1000,31/10/2013,23:45:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T00:00:00+1000,1/11/2013,0:00:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T00:15:00+1000,1/11/2013,0:15:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T00:30:00+1000,1/11/2013,0:30:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T00:45:00+1000,1/11/2013,0:45:00,1.38E+09,26.63,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T01:00:00+1000,1/11/2013,1:00:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T01:15:00+1000,1/11/2013,1:15:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T01:30:00+1000,1/11/2013,1:30:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T01:45:00+1000,1/11/2013,1:45:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T02:00:00+1000,1/11/2013,2:00:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T02:15:00+1000,1/11/2013,2:15:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T02:30:00+1000,1/11/2013,2:30:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T02:45:00+1000,1/11/2013,2:45:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T03:00:00+1000,1/11/2013,3:00:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T03:15:00+1000,1/11/2013,3:15:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T03:30:00+1000,1/11/2013,3:30:00,1.38E+09,26.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T03:45:00+1000,1/11/2013,3:45:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T04:00:00+1000,1/11/2013,4:00:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T04:15:00+1000,1/11/2013,4:15:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T04:30:00+1000,1/11/2013,4:30:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T04:45:00+1000,1/11/2013,4:45:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T05:00:00+1000,1/11/2013,5:00:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T05:15:00+1000,1/11/2013,5:15:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T05:30:00+1000,1/11/2013,5:30:00,1.38E+09,26.57,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T05:45:00+1000,1/11/2013,5:45:00,1.38E+09,26.57,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T06:00:00+1000,1/11/2013,6:00:00,1.38E+09,26.58,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T06:15:00+1000,1/11/2013,6:15:00,1.38E+09,26.57,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T06:30:00+1000,1/11/2013,6:30:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T06:45:00+1000,1/11/2013,6:45:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T07:00:00+1000,1/11/2013,7:00:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T07:15:00+1000,1/11/2013,7:15:00,1.38E+09,26.58,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T07:30:00+1000,1/11/2013,7:30:00,1.38E+09,26.58,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T07:45:00+1000,1/11/2013,7:45:00,1.38E+09,26.58,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T08:00:00+1000,1/11/2013,8:00:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T08:15:00+1000,1/11/2013,8:15:00,1.38E+09,26.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T08:30:00+1000,1/11/2013,8:30:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T08:45:00+1000,1/11/2013,8:45:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T09:00:00+1000,1/11/2013,9:00:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T09:15:00+1000,1/11/2013,9:15:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T09:30:00+1000,1/11/2013,9:30:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T09:45:00+1000,1/11/2013,9:45:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T10:00:00+1000,1/11/2013,10:00:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T10:15:00+1000,1/11/2013,10:15:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T10:30:00+1000,1/11/2013,10:30:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T10:45:00+1000,1/11/2013,10:45:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T11:00:00+1000,1/11/2013,11:00:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T11:15:00+1000,1/11/2013,11:15:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T11:30:00+1000,1/11/2013,11:30:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T11:45:00+1000,1/11/2013,11:45:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T12:00:00+1000,1/11/2013,12:00:00,1.38E+09,26.71,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T12:15:00+1000,1/11/2013,12:15:00,1.38E+09,26.73,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T12:30:00+1000,1/11/2013,12:30:00,1.38E+09,26.74,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T12:45:00+1000,1/11/2013,12:45:00,1.38E+09,26.76,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T13:00:00+1000,1/11/2013,13:00:00,1.38E+09,26.76,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T13:15:00+1000,1/11/2013,13:15:00,1.38E+09,26.77,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T13:30:00+1000,1/11/2013,13:30:00,1.38E+09,26.78,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T13:45:00+1000,1/11/2013,13:45:00,1.38E+09,26.79,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T14:00:00+1000,1/11/2013,14:00:00,1.38E+09,26.79,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T14:15:00+1000,1/11/2013,14:15:00,1.38E+09,26.81,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T14:30:00+1000,1/11/2013,14:30:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T14:45:00+1000,1/11/2013,14:45:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T15:00:00+1000,1/11/2013,15:00:00,1.38E+09,26.81,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T15:15:00+1000,1/11/2013,15:15:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T15:30:00+1000,1/11/2013,15:30:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T15:45:00+1000,1/11/2013,15:45:00,1.38E+09,26.82,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T16:00:00+1000,1/11/2013,16:00:00,1.38E+09,26.81,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T16:15:00+1000,1/11/2013,16:15:00,1.38E+09,26.79,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T16:30:00+1000,1/11/2013,16:30:00,1.38E+09,26.78,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T16:45:00+1000,1/11/2013,16:45:00,1.38E+09,26.77,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T17:00:00+1000,1/11/2013,17:00:00,1.38E+09,26.75,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T17:15:00+1000,1/11/2013,17:15:00,1.38E+09,26.75,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T17:30:00+1000,1/11/2013,17:30:00,1.38E+09,26.74,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T17:45:00+1000,1/11/2013,17:45:00,1.38E+09,26.73,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T18:00:00+1000,1/11/2013,18:00:00,1.38E+09,26.73,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T18:15:00+1000,1/11/2013,18:15:00,1.38E+09,26.73,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T18:30:00+1000,1/11/2013,18:30:00,1.38E+09,26.71,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T18:45:00+1000,1/11/2013,18:45:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T19:00:00+1000,1/11/2013,19:00:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T19:15:00+1000,1/11/2013,19:15:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T19:30:00+1000,1/11/2013,19:30:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T19:45:00+1000,1/11/2013,19:45:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T20:00:00+1000,1/11/2013,20:00:00,1.38E+09,26.71,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T20:15:00+1000,1/11/2013,20:15:00,1.38E+09,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T20:30:00+1000,1/11/2013,20:30:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T20:45:00+1000,1/11/2013,20:45:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T21:00:00+1000,1/11/2013,21:00:00,1.38E+09,26.69,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T21:15:00+1000,1/11/2013,21:15:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T21:30:00+1000,1/11/2013,21:30:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T21:45:00+1000,1/11/2013,21:45:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T22:00:00+1000,1/11/2013,22:00:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T22:15:00+1000,1/11/2013,22:15:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T22:30:00+1000,1/11/2013,22:30:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T22:45:00+1000,1/11/2013,22:45:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T23:00:00+1000,1/11/2013,23:00:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T23:15:00+1000,1/11/2013,23:15:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T23:30:00+1000,1/11/2013,23:30:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-01T23:45:00+1000,1/11/2013,23:45:00,1.38E+09,26.68,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T00:00:00+1000,2/11/2013,0:00:00,1.38E+09,26.67,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T00:15:00+1000,2/11/2013,0:15:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T00:30:00+1000,2/11/2013,0:30:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T00:45:00+1000,2/11/2013,0:45:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T01:00:00+1000,2/11/2013,1:00:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T01:15:00+1000,2/11/2013,1:15:00,1.38E+09,26.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T01:30:00+1000,2/11/2013,1:30:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T01:45:00+1000,2/11/2013,1:45:00,1.38E+09,26.64,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T02:00:00+1000,2/11/2013,2:00:00,1.38E+09,26.63,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T02:15:00+1000,2/11/2013,2:15:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T02:30:00+1000,2/11/2013,2:30:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T02:45:00+1000,2/11/2013,2:45:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T03:00:00+1000,2/11/2013,3:00:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T03:15:00+1000,2/11/2013,3:15:00,1.38E+09,26.61,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T03:30:00+1000,2/11/2013,3:30:00,1.38E+09,26.62,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T03:45:00+1000,2/11/2013,3:45:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T04:00:00+1000,2/11/2013,4:00:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T04:15:00+1000,2/11/2013,4:15:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2013-11-02T04:30:00+1000,2/11/2013,4:30:00,1.38E+09,26.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available
