date_time,time,seconds_since_1970,turbidity,temp,par
2018-02-10T13:45:00+0930,13:45:00,1518236100,5.432,29.48,2.828
2018-02-10T14:00:00+0930,14:00:00,1518237000,5.432,29.48,2.564
2018-02-10T14:15:00+0930,14:15:00,1518237900,4.571,29.48,5.374
2018-02-10T14:30:00+0930,14:30:00,1518238800,3.798,29.47,3.09
2018-02-10T14:45:00+0930,14:45:00,1518239700,3.908,29.47,4.323
2018-02-10T15:00:00+0930,15:00:00,1518240600,3.974,29.47,2.454
2018-02-10T15:15:00+0930,15:15:00,1518241500,4.284,29.47,2.418
2018-02-10T15:30:00+0930,15:30:00,1518242400,3.047,29.48,2.948
2018-02-10T15:45:00+0930,15:45:00,1518243300,3.798,29.48,2.684
2018-02-10T16:00:00+0930,16:00:00,1518244200,2.672,29.48,3.462
2018-02-10T16:15:00+0930,16:15:00,1518245100,2.804,29.48,3.387
2018-02-10T16:30:00+0930,16:30:00,1518246000,2.561,29.48,2.756
2018-02-10T16:45:00+0930,16:45:00,1518246900,2.12,29.48,3.239
2018-02-10T17:00:00+0930,17:00:00,1518247800,2.053,29.49,3.939
2018-02-10T17:15:00+0930,17:15:00,1518248700,2.031,29.49,2.166
2018-02-10T17:30:00+0930,17:30:00,1518249600,1.811,29.5,1.546
2018-02-10T17:45:00+0930,17:45:00,1518250500,1.457,29.5,1.827
2018-02-10T18:00:00+0930,18:00:00,1518251400,1.612,29.51,1.612
2018-02-10T18:15:00+0930,18:15:00,1518252300,1.59,29.51,1.003
2018-02-10T18:30:00+0930,18:30:00,1518253200,1.833,29.51,1.091
2018-02-10T18:45:00+0930,18:45:00,1518254100,1.479,29.52,0.783
2018-02-10T19:00:00+0930,19:00:00,1518255000,3.356,29.52,0.401
2018-02-10T19:15:00+0930,19:15:00,1518255900,1.281,29.53,0.074
2018-02-10T19:30:00+0930,19:30:00,1518256800,1.214,29.53,0.036
2018-02-10T19:45:00+0930,19:45:00,1518257700,1.038,29.54,0.036
2018-02-10T20:00:00+0930,20:00:00,1518258600,1.038,29.54,0.036
2018-02-10T20:15:00+0930,20:15:00,1518259500,1.104,29.54,0.036
2018-02-10T20:30:00+0930,20:30:00,1518260400,1.259,29.55,0.036
2018-02-10T20:45:00+0930,20:45:00,1518261300,1.259,29.55,0.036
2018-02-10T21:00:00+0930,21:00:00,1518262200,1.612,29.55,0.036
2018-02-10T21:15:00+0930,21:15:00,1518263100,2.186,29.55,0.036
2018-02-10T21:30:00+0930,21:30:00,1518264000,1.744,29.55,0.036
2018-02-10T21:45:00+0930,21:45:00,1518264900,1.855,29.54,0.036
2018-02-10T22:00:00+0930,22:00:00,1518265800,1.546,29.54,0.036
2018-02-10T22:15:00+0930,22:15:00,1518266700,1.479,29.54,0.036
2018-02-10T22:30:00+0930,22:30:00,1518267600,1.612,29.54,0.036
2018-02-10T22:45:00+0930,22:45:00,1518268500,1.7,29.54,0.036
2018-02-10T23:00:00+0930,23:00:00,1518269400,1.744,29.53,0.036
2018-02-10T23:15:00+0930,23:15:00,1518270300,1.766,29.53,0.036
2018-02-10T23:30:00+0930,23:30:00,1518271200,1.855,29.52,0.036
2018-02-10T23:45:00+0930,23:45:00,1518272100,1.325,29.52,0.036
2018-02-11T00:00:00+0930,0:00:00,1518273000,1.148,29.52,0.036
2018-02-11T00:15:00+0930,0:15:00,1518273900,1.17,29.53,0.036
2018-02-11T00:30:00+0930,0:30:00,1518274800,1.06,29.53,0.036
2018-02-11T00:45:00+0930,0:45:00,1518275700,1.082,29.54,0.036
2018-02-11T01:00:00+0930,1:00:00,1518276600,0.972,29.54,0.036
2018-02-11T01:15:00+0930,1:15:00,1518277500,0.839,29.53,0.036
2018-02-11T01:30:00+0930,1:30:00,1518278400,0.817,29.53,0.036
2018-02-11T01:45:00+0930,1:45:00,1518279300,1.303,29.53,0.036
2018-02-11T02:00:00+0930,2:00:00,1518280200,0.662,29.53,0.036
2018-02-11T02:15:00+0930,2:15:00,1518281100,0.662,29.53,0.036
2018-02-11T02:30:00+0930,2:30:00,1518282000,1.126,29.53,0.036
2018-02-11T02:45:00+0930,2:45:00,1518282900,0.751,29.53,0.036
2018-02-11T03:00:00+0930,3:00:00,1518283800,0.618,29.53,0.036
2018-02-11T03:15:00+0930,3:15:00,1518284700,0.552,29.53,0.036
2018-02-11T03:30:00+0930,3:30:00,1518285600,0.552,29.54,0.036
2018-02-11T03:45:00+0930,3:45:00,1518286500,0.508,29.54,0.036
2018-02-11T04:00:00+0930,4:00:00,1518287400,0.662,29.54,0.036
2018-02-11T04:15:00+0930,4:15:00,1518288300,0.662,29.54,0.036
2018-02-11T04:30:00+0930,4:30:00,1518289200,0.574,29.53,0.036
2018-02-11T04:45:00+0930,4:45:00,1518290100,0.64,29.54,0.036
2018-02-11T05:00:00+0930,5:00:00,1518291000,0.684,29.54,0.036
2018-02-11T05:15:00+0930,5:15:00,1518291900,0.751,29.56,0.036
2018-02-11T05:30:00+0930,5:30:00,1518292800,0.927,29.58,0.036
2018-02-11T05:45:00+0930,5:45:00,1518293700,0.486,29.59,0.036
2018-02-11T06:00:00+0930,6:00:00,1518294600,0.64,29.59,0.036
2018-02-11T06:15:00+0930,6:15:00,1518295500,0.486,29.61,0.036
2018-02-11T06:30:00+0930,6:30:00,1518296400,0.221,29.64,0.036
2018-02-11T06:45:00+0930,6:45:00,1518297300,0.729,29.64,0.036
2018-02-11T07:00:00+0930,7:00:00,1518298200,2.65,29.63,0.236
2018-02-11T07:15:00+0930,7:15:00,1518299100,3.047,29.63,0.9
2018-02-11T07:30:00+0930,7:30:00,1518300000,0.287,29.63,2.787
2018-02-11T07:45:00+0930,7:45:00,1518300900,0.486,29.64,2.609
2018-02-11T08:00:00+0930,8:00:00,1518301800,0.486,29.64,2.143
2018-02-11T08:15:00+0930,8:15:00,1518302700,0.574,29.64,2.615
2018-02-11T08:30:00+0930,8:30:00,1518303600,0.331,29.64,3.744
2018-02-11T08:45:00+0930,8:45:00,1518304500,0.265,29.64,4.75
2018-02-11T09:00:00+0930,9:00:00,1518305400,0.309,29.64,6.242
2018-02-11T09:15:00+0930,9:15:00,1518306300,0.817,29.64,6.863
2018-02-11T09:30:00+0930,9:30:00,1518307200,0.662,29.63,7.893
2018-02-11T09:45:00+0930,9:45:00,1518308100,0.596,29.64,10.11
2018-02-11T10:00:00+0930,10:00:00,1518309000,1.06,29.64,12.2
2018-02-11T10:15:00+0930,10:15:00,1518309900,0.552,29.62,14.61
2018-02-11T10:30:00+0930,10:30:00,1518310800,0.839,29.62,13.87
2018-02-11T10:45:00+0930,10:45:00,1518311700,1.965,29.61,14.52
2018-02-11T11:00:00+0930,11:00:00,1518312600,2.274,29.59,12.07
2018-02-11T11:15:00+0930,11:15:00,1518313500,2.583,29.57,12.09
2018-02-11T11:30:00+0930,11:30:00,1518314400,2.804,29.56,14.04
2018-02-11T11:45:00+0930,11:45:00,1518315300,2.694,29.56,13.94
2018-02-11T12:00:00+0930,12:00:00,1518316200,2.87,29.56,11.78
2018-02-11T12:15:00+0930,12:15:00,1518317100,3.246,29.56,11.6
2018-02-11T12:30:00+0930,12:30:00,1518318000,3.422,29.56,18.3
2018-02-11T12:45:00+0930,12:45:00,1518318900,3.82,29.56,13.49
2018-02-11T13:00:00+0930,13:00:00,1518319800,4.394,29.56,12.04
2018-02-11T13:15:00+0930,13:15:00,1518320700,5.1,29.56,9.19
2018-02-11T13:30:00+0930,13:30:00,1518321600,5.675,29.56,7.7
2018-02-11T13:45:00+0930,13:45:00,1518322500,6.646,29.56,6.31
2018-02-11T14:00:00+0930,14:00:00,1518323400,4.725,29.55,14.41
2018-02-11T14:15:00+0930,14:15:00,1518324300,4.769,29.55,20.65
2018-02-11T14:30:00+0930,14:30:00,1518325200,4.107,29.55,11.37
2018-02-11T14:45:00+0930,14:45:00,1518326100,3.864,29.56,9.86
2018-02-11T15:00:00+0930,15:00:00,1518327000,3.754,29.56,17.34
2018-02-11T15:15:00+0930,15:15:00,1518327900,2.12,29.56,12.49
2018-02-11T15:30:00+0930,15:30:00,1518328800,2.318,29.56,7.755
2018-02-11T15:45:00+0930,15:45:00,1518329700,2.429,29.56,11.64
2018-02-11T16:00:00+0930,16:00:00,1518330600,2.076,29.56,16.88
2018-02-11T16:15:00+0930,16:15:00,1518331500,2.076,29.56,13.19
2018-02-11T16:30:00+0930,16:30:00,1518332400,1.281,29.56,14.55
2018-02-11T16:45:00+0930,16:45:00,1518333300,1.59,29.57,17.7
2018-02-11T17:00:00+0930,17:00:00,1518334200,1.236,29.57,15.37
2018-02-11T17:15:00+0930,17:15:00,1518335100,1.236,29.57,12.02
2018-02-11T17:30:00+0930,17:30:00,1518336000,1.06,29.57,10.32
2018-02-11T17:45:00+0930,17:45:00,1518336900,1.281,29.58,8.66
2018-02-11T18:00:00+0930,18:00:00,1518337800,1.17,29.58,7.488
2018-02-11T18:15:00+0930,18:15:00,1518338700,0.927,29.58,5.153
2018-02-11T18:30:00+0930,18:30:00,1518339600,0.729,29.59,3.652
2018-02-11T18:45:00+0930,18:45:00,1518340500,0.751,29.59,2.064
2018-02-11T19:00:00+0930,19:00:00,1518341400,0.905,29.59,0.55
2018-02-11T19:15:00+0930,19:15:00,1518342300,0.331,29.6,0.082
2018-02-11T19:30:00+0930,19:30:00,1518343200,0.574,29.6,0.036
2018-02-11T19:45:00+0930,19:45:00,1518344100,0.442,29.6,0.036
2018-02-11T20:00:00+0930,20:00:00,1518345000,0.265,29.6,0.036
2018-02-11T20:15:00+0930,20:15:00,1518345900,0.309,29.61,0.036
2018-02-11T20:30:00+0930,20:30:00,1518346800,0.353,29.61,0.036
2018-02-11T20:45:00+0930,20:45:00,1518347700,0.375,29.61,0.036
2018-02-11T21:00:00+0930,21:00:00,1518348600,0.088,29.61,0.036
2018-02-11T21:15:00+0930,21:15:00,1518349500,0.022,29.61,0.036
2018-02-11T21:30:00+0930,21:30:00,1518350400,-0.066,29.61,0.036
2018-02-11T21:45:00+0930,21:45:00,1518351300,0.177,29.62,0.036
2018-02-11T22:00:00+0930,22:00:00,1518352200,0.066,29.62,0.036
2018-02-11T22:15:00+0930,22:15:00,1518353100,0.066,29.62,0.036
2018-02-11T22:30:00+0930,22:30:00,1518354000,0.265,29.62,0.036
2018-02-11T22:45:00+0930,22:45:00,1518354900,0.331,29.62,0.036
2018-02-11T23:00:00+0930,23:00:00,1518355800,0.486,29.62,0.036
2018-02-11T23:15:00+0930,23:15:00,1518356700,0.707,29.62,0.036
2018-02-11T23:30:00+0930,23:30:00,1518357600,0.331,29.62,0.036
2018-02-11T23:45:00+0930,23:45:00,1518358500,0.684,29.61,0.036
2018-02-12T00:00:00+0930,0:00:00,1518359400,0.53,29.61,0.036
2018-02-12T00:15:00+0930,0:15:00,1518360300,1.016,29.6,0.036
2018-02-12T00:30:00+0930,0:30:00,1518361200,0.839,29.6,0.036
2018-02-12T00:45:00+0930,0:45:00,1518362100,2.407,29.6,0.036
2018-02-12T01:00:00+0930,1:00:00,1518363000,0.684,29.59,0.036
2018-02-12T01:15:00+0930,1:15:00,1518363900,0.508,29.59,0.036
2018-02-12T01:30:00+0930,1:30:00,1518364800,0.596,29.59,0.036
2018-02-12T01:45:00+0930,1:45:00,1518365700,0.574,29.6,0.036
2018-02-12T02:00:00+0930,2:00:00,1518366600,0.53,29.6,0.036
2018-02-12T02:15:00+0930,2:15:00,1518367500,0.707,29.6,0.036
2018-02-12T02:30:00+0930,2:30:00,1518368400,0.596,29.6,0.036
2018-02-12T02:45:00+0930,2:45:00,1518369300,0.596,29.6,0.036
2018-02-12T03:00:00+0930,3:00:00,1518370200,0.486,29.6,0.036
2018-02-12T03:15:00+0930,3:15:00,1518371100,0.927,29.59,0.036
2018-02-12T03:30:00+0930,3:30:00,1518372000,0.552,29.59,0.036
2018-02-12T03:45:00+0930,3:45:00,1518372900,0.729,29.59,0.036
